P3-D0499-4,EXTENDED 3 CHOICE,,
P3-D0499-5,EXTENDED 4 CHOICE,,
P3-D0470-2,CONECTION3 FAULT,,
P2-D0EDE-7,To EDC CycleStep3.SpareBOOL2,,
P2-D0EDE-6,To EDC CycleStep3.SpareBOOL1,,
P2-D0EDE-5,To EDC CycleStep3.SendDataReq,,
P2-D0EDE-4,To EDC CycleStep3.StopDataReq,,
P2-D0EDE-3,To EDC CycleStep3.StartDataReq,,
P2-D0EDE-2,To EDC CycleStep3.ResetDataReq,,
P2-D0EDE-1,To EDC CycleStep3.ReadDataReq,,
P2-D0EDE-0,To EDC CycleStep3.LoadAVIReq,,
P2-D0ED6-7,To EDC CycleStep2.SpareBOOL2,,
P2-D0ED6-6,To EDC CycleStep2.SpareBOOL1,,
P2-D0ED6-5,To EDC CycleStep2.SendDataReq,,
P2-D0ED6-4,To EDC CycleStep2.StopDataReq,,
P2-D0ED6-3,To EDC CycleStep2.StartDataReq,,
P2-D0ED6-2,To EDC CycleStep2.ResetDataReq,,
P2-D0ED6-1,To EDC CycleStep2.ReadDataReq,,
P2-D0ED6-0,To EDC CycleStep2.LoadAVIReq,,
P2-D0EDD-7,To EDC Trend3.PdMSendReq,,
P2-D0EDD-6,To EDC Trend3.PdMStartReq,,
P2-D0EDD-5,To EDC Trend3.SendDataReq,,
P2-D0EDD-4,To EDC Trend3.StopDataReq,,
P2-D0EDD-3,To EDC Trend3.StartDataReq,,
P2-D0EDD-2,To EDC Trend3.ResetDataReq,,
P2-D0EDD-1,To EDC Trend3.ReadDataReq,,
P2-D0EDD-0,To EDC Trend3.LoadAVIReq,,
P2-D0ED5-7,To EDC Trend2.PdMSendReq,,
P2-D0ED5-6,To EDC Trend2.PdMStartReq,,
P2-D0ED5-5,To EDC Trend2.SendDataReq,,
P2-D0ED5-4,To EDC Trend2.StopDataReq,,
P2-D0ED5-3,To EDC Trend2.StartDataReq,,
P2-D0ED5-2,To EDC Trend2.ResetDataReq,,
P2-D0ED5-1,To EDC Trend2.ReadDataReq,,
P2-D0ED5-0,To EDC Trend2.LoadAVIReq,,
P3-D02DA-0,1ST SYSTEM BODY CONSECTIVE NUMBERS,,
P3-D0B2A-0,R/B-1 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-A,R/B-11 DIRECTION FOR THE TIP EXCHANGE,,
P3-D02DB-0,2ND SYSTEM BODY CONSECTIVE NUMBERS,,
P3-D0B2A-1,R/B-2 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-B,R/B-12 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-0,R/B-17 DIRECTION FOR THE TIP EXCHANGE,,
P3-D02DC-0,3RD SYSTEM BODY CONSECTIVE NUMBERS,,
P3-D0B2A-2,R/B-3 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-C,R/B-13 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-1,R/B-18 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-3,R/B-4 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-D,R/B-14 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-2,R/B-19 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-4,R/B-5 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-E,R/B-15 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2B-3,R/B-20 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-5,R/B-6 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-F,R/B-16 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-6,R/B-7 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-7,R/B-8 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-8,R/B-9 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0B2A-9,R/B-10 DIRECTION FOR THE TIP EXCHANGE,,
P3-D0DA5-0,OPERATION CONFIRMATION FRAME IS CLOSING SITUATION,,
P3-D0DA8-0,INSTRUCTION FRAME IS CLOSING SITUATION,,
P2-D0E84-A,To EDC Quality.SpareBool2,,
P2-D0E84-9,To EDC Quality.SpareBool1,,
P2-D0E84-8,To EDC Quality.SendQISReq,,
P2-D0E80-3,To EDC EqDefined.Info 6303,,
P2-D0E80-2,To EDC EqDefined.Info 6302,,
P2-D0E80-1,To EDC EqDefined.Info 6301,,
P2-D0E80-0,To EDC EqDefined.Info 6300,,
P3-S00A9,P3:L2 LINK MODULE CODE,,
P2-S00AA,P2:L3 LINK MODULE CODE,,
P1-S03B1,P1:L6 COMMUNICATION FAULT CODE,,
P3-S00AF,P3:L8 LINK MODULE CODE,,
P3-S00A8,P3:L1 LINK MODULE CODE,,
P2-S00AB,P2:L4 LINK MODULE CODE,,
P1-S00AF,P1:L8 LINK MODULE CODE,,
P2-S00AC,P2:L5 LINK MODULE CODE,,
P1-S0331,P1:L2 COMMUNICATION FAULT CODE,,
P1-S00AE,P1:L7 LINK MODULE CODE,,
P2-S00AD,P2:L6 LINK MODULE CODE,,
P1-S03BC,P1:L6 OFF REGISTER,,
P1-S03B2,P1:L6 FAULT SLAVE No.,,
P1-S00AD,P1:L6 LINK MODULE CODE,,
P2-S00AE,P2:L7 LINK MODULE CODE,,
P1-S03FC,P1:L8 CUT OFF REGISTER,,
P2-S00AF,P2:L8 LINK MODULE CODE,,
P1-S03D1,P1:L7 COMMUNICATION FAULT CODE,,
P1-S0310,P1:L1 COMMUNICATION FAULT CODE,,
P1-S0351,P1:L3 COMMUNICATION FAULT CODE,,
P1-S0391,P1:L5 COMMUNICATION FAULT CODE,,
P3-S00AA,P3:L3 LINK MODULE CODE,,
P2-S00A8,P2:L1 LINK MODULE CODE,,
P1-S03F1,P1:L8 COMMUNICATION FAULT CODE,,
P1-S00A9,P1:L2 LINK MODULE CODE,,
P3-S00AC,P3:L5 LINK MODULE CODE,,
P2-S00A9,P2:L2 LINK MODULE CODE,,
P1-S00A8,P1:L1 LINK MODULE CODE,,
P1-S00AC,P1:L5 LINK MODULE CODE,,
P3-S00AB,P3:L4 LINK MODULE CODE,,
P1-S00AB,P1:L4 LINK MODULE CODE,,
P1-S0371,P1:L4 COMMUNICATION FAULT CODE,,
P3-S00AE,P3:L7 LINK MODULE CODE,,
P1-S03F2,P1:L8 FAULT SLAVE No.,,
P1-S00AA,P1:L3 LINK MODULE CODE,,
P3-S00AD,P3:L6 LINK MODULE CODE,,
P3-N01FF,CYCLE TIME COUNTER,,
P3-R0315,ANDON INFORMATION,,
P3-R0300,CAR TYPE/CYCLE TIME MEASUREMENT,,
P3-D0362,L1:S3 SLAVE STATE,,
P3-D0A21,WRITE DATA,,
P3-D0A43,INPUT DATA DISPLAY(HEX),,
P3-D0A54,ID3 FAULT CODE(to P3),,
P3-D0B20,AM1-32 DIRECTION FOR THE TIP EXCHANGE(TIP FORMING OFF),,
P3-D0E83,COMMINUCATION LOG- 1 PALLET No.,,
P3-D0E8D,COMMINUCATION LOG- 1 INCIDENTALLY DATA4,,
P3-D0EF0,COMMINUCATION LOG- 4 INCIDENTALLY DATA7,,
P3-D0A33,WRITE DATA17 INCIDENTALLY DATA10,,
P3-D0D30,ROBOT No. COUNT,,
P3-D0D6D,R LOCATING ROBOT CONNECTING(17-32),,
P3-D0EEA,COMMINUCATION LOG- 4 INCIDENTALLY DATA1,,
P3-D03FD,L8:S14 SLAVE STATE,,
P3-D0540,FREQUENCY OF ALARM 33,,
P3-D05E0,UP TO OFFSET MEMORY ADDRESS,,
P3-D069E,CYCLE TIME (END OF PROCESS) R/B-63,,
P3-D0C43,SETTING AT TIME OF 2 SHIFT / 2nd,,
P3-D0F5B,COMMINUCATION LOG- 7 INCIDENTALLY DATA18,,
P3-D03D2,L6:S3 SLAVE STATE,,
P3-D0420,L1:S31 SLAVE STATUS,,
P3-D04D1,OPERATION CYCLE TIMER 42,,
P3-D0651,CUT OFF STATE (STORAGE),,
P3-D0A0C,READOUT DATA10 INCIDENTALLY DATA3,,
P3-D0A3F,WRITE DATA29 INCIDENTALLY DATA22,,
P3-D0ABD,COMMINUCATION LOG BUFFER INCIDENTALLY DATA20,,
P3-D0D54,R PROCESS ROBOT COMPLETED(1-16),,
P3-D0102,MODEL CODE (EX FIRST VEHICLE),,
P3-D04C1,OPERATION CYCLE TIMER 26,,
P3-D054C,FREQUENCY OF ALARM 45,,
P3-D0B13,AM-4 COUNTER SET VALUE,,
P3-D0D1B,MATERIAL HAND LOADING OK,,
P3-D033E,CYCLE TIME PROCESS COMPLETION RB-31,,
P3-D0345,CYCLE TIME HOME POSITION R/B-6,,
P3-D065D,WELDING TIMER DISCONNECTION STATE,,
P3-D0AA4,COMMINUCATION LOG BUFFER NORMAL/FAILURE ,,
P3-D0D0B,TEMPORARY STORAGE ROBOT DISPLAY FRAME VALUE,,
P3-D0EDD,COMMINUCATION LOG- 3 INCIDENTALLY DATA20,,
P3-D0F87,COMMINUCATION LOG- 9 SEQUENCE NO.,,
P3-D03E6,L7:S7 NODE STATE,,
P3-D0456,P2-L8:S7 SLAVE STATE,,
P3-D0467,L7:S48 NODE STATE,,
P3-D04E5,OPERATION CYCLE TIMER 54,,
P3-D051B,FREQUENCY OF ALARM 3 (SPARE),,
P3-D0B1F,AM-16 COUNTER SET VALUE,,
P3-D0C36,SETTING AT TIME OF 1 SHIFT / 4ST,,
P3-D0E01,ANDON SETTING ROBOT No. DISPLAY 2,,
P3-D0E34,ANDON SETTING ROBOT No. DISPLAY 53,,
P3-D0F55,COMMINUCATION LOG- 7 INCIDENTALLY DATA12,,
P3-D0556,FREQUENCY OF ALARM 55,,
P3-D0600,KEY INPUT STATE,,
P3-D06B1,CYCLE TIME (HOME POSITION) R/B-50,,
P3-D0A06,READOUT DATA4 CAR TYPE,,
P3-D0ED5,COMMINUCATION LOG- 3 INCIDENTALLY DATA12,,
P3-D0F12,COMMINUCATION LOG- 5 INCIDENTALLY DATA9,,
P3-D0F2D,COMMINUCATION LOG- 6 INCIDENTALLY DATA4,,
P3-D0436,COMMUNICATION ALARM CODE (P2-L7),,
P3-D0EA3,COMMINUCATION LOG- 2 PALLET No.,,
P3-D0ECF,COMMINUCATION LOG- 3 INCIDENTALLY DATA6,,
P3-D03AF,L3:N32 NODE STATE,,
P3-D03C7,L5:N14 NODE STATE,,
P3-D06A2,CYCLE TIME (HOME POSITION) R/B-35,,
P3-D06BD,CYCLE TIME (HOME POSITION) R/B-62,,
P3-D0A19,READOUT DATA23 INCIDENTALLY DATA16,,
P3-D0D27,LIFTER ROBOT FAILURE,,
P3-D04B6,OPERATION CYCLE TIMER 23,,
P3-D0900,EX CAR TYPE CODE,,
P3-D0FB5,COMMINUCATION LOG- 10 INCIDENTALLY DATA12,,
P3-D0FBF,COMMINUCATION LOG- 10 INCIDENTALLY DATA22,,
P3-D03B8,L4:S9 SLAVE STATE,,
P3-D07AD,FREQUENCY OF ALARM 38 (WORK AREA),,
P3-D07C5,FREQUENCY OF ALARM 62 (WORK AREA),,
P3-D0F05,COMMINUCATION LOG- 5 CAR MODE,,
P3-D0390,L3:N1 NODE STATE,,
P3-D0418,P2-L6:N9 SLAVE STATE,,
P3-D0FA6,COMMINUCATION LOG- 10 CAR TYPE ,,
P3-D038A,L2:N10 NODE STATE,,
P3-D0529,FREQUENCY OF ALARM 10,,
P3-D0A8E,SET TIME 4-2 START TIME,,
P3-D0D81,INPUT ADDRESS BIT POSITION,,
P3-D0382,L2:N2 NODE STATE,,
P3-D07A7,FREQUENCY OF ALARM 32 (WORK AREA),,
P3-D0927,CONSTANT FOR MASKING DATA AFTER CONVERSION,,
P3-D0D71,L LOCATING ROBOT ABNORMAL(17-32),,
P3-D07B9,FREQUENCY OF ALARM 50 (WORK AREA),,
P3-D0B52,ROBOT OF CHIP EXCHANGE INCOMPLETENESS END,,
P3-D0C73,TIME2-2 SET DAY OF THE WEEK,,
P3-D0F70,COMMINUCATION LOG- 8 INCIDENTALLY DATA7,,
P3-D0F7A,COMMINUCATION LOG- 8 INCIDENTALLY DATA17,,
P3-D0F8B,COMMINUCATION LOG- 9 INCIDENTALLY DATA2,,
P3-D014D,PIF1 CAR TYPE CODE,,
P3-D0FE1,DISPLAY SYSTEM AREA,,
P1-D0B71,MANUAL3/3 SELECT A2 SETTING VALUE,,
P1-D0B81,MANUAL3/3 SELECT C2 SETTING VALUE,,
P1-D0C04,PIF1 PROGRESS-30 COMBI No.,,
P1-D0B36,MANUAL1/3 SELECT A7 SETTING VALUE,,
P1-D0B65,MANUAL2/3 SELECT C6 SETTING VALUE,,
P1-D0B5E,MANUAL2/3 SELECT B7 SETTING VALUE,,
P1-D0B54,MANUAL2/3 SELECT A5 SETTING VALUE,,
P3-D0A32,WRITE DATA16 INCIDENTALLY DATA9,,
P3-D0B86,TIME -4 ROBOT SELECTION STATE (STORAGE)(TIP FORMING ON),,
P3-D0F71,COMMINUCATION LOG- 8 INCIDENTALLY DATA8,,
P3-D0363,L1:S4 SLAVE STATE,,
P3-D0495,CYCLE TIME PRESENT TIME,,
P3-D04EA,OPERATION CYCLE TIMER 59,,
P3-D0D41,INDIRECT ADDRESS DISPLAY THE NODE OF THE ROBOT,,
P3-D0E8E,COMMINUCATION LOG- 1 INCIDENTALLY DATA5,,
P3-D0EF1,COMMINUCATION LOG- 4 INCIDENTALLY DATA8,,
P3-D0001,CAR TYPE CODE2(TRANSMIT),,
P3-D0342,CYCLE TIME HOME POSITION R/B-3,,
P3-D04D0,OPERATION CYCLE TIMER 41,,
P3-D0B66,ROBOT SELECTION STATE (STORAGE)(MANU.-4)(TIP FORMING ON),,
P3-D0D31,ROBOT No. COUNT,,
P3-D03FE,L8:S15 SLAVE STATE,,
P3-D045D,P2-L1 CUT OFF CONDITION,,
P3-D04E2,OPERATION CYCLE TIMER 51,,
P3-D0541,FREQUENCY OF ALARM 34,,
P3-D067D,P1 DATA BEFORE CONVERSION,,
P3-D069F,CYCLE TIME (END OF PROCESS) R/B-64,,
P3-D0ECA,COMMINUCATION LOG- 3 INCIDENTALLY DATA1,,
P3-D0F5C,COMMINUCATION LOG- 7 INCIDENTALLY DATA19,,
P3-D0F63,COMMINUCATION LOG- 8 PALLET No.,,
P3-D000D,MODEL CODE (EX 6 VEHICLE),,
P3-D033D,CYCLE TIME PROCESS COMPLETION RB-30,,
P3-D03AA,L3:N27 NODE STATE,,
P3-D03D3,L6:S4 SLAVE STATE,,
P3-D03DD,L6:S14 SLAVE STATE,,
P3-D0652,CUT OFF STATE (STORAGE),,
P3-D0A0D,READOUT DATA11 INCIDENTALLY DATA4,,
P3-D0ABE,COMMINUCATION LOG BUFFER INCIDENTALLY DATA21,,
P3-D0BA2,TIME -2 ROBOT SELECTION(TIP FORMING ON),,
P3-D0D55,R PROCESS ROBOT COMPLETED(17-32),,
P3-D0F86,COMMINUCATION LOG- 9 CAR TYPE ,,
P3-D0FE2,DISPLAY SCREEN No,,
P3-D0103,MODEL CODE (EX SECOND VEHICLE),,
P3-D0466,L7:S47 NODE STATE,,
P3-D04C2,OPERATION CYCLE TIMER 27,,
P3-D051A,FREQUENCY OF ALARM 2 (SPARE),,
P3-D054D,FREQUENCY OF ALARM 46,,
P3-D0B14,AM-5 COUNTER SET VALUE,,
P3-D0C35,SETTING AT TIME OF 1 SHIFT / 3rd,,
P3-D0D1C,MATERIAL HAND LOADING OK,,
P3-D0F32,COMMINUCATION LOG- 6 INCIDENTALLY DATA9,,
P3-D0F6F,COMMINUCATION LOG- 8 INCIDENTALLY DATA6,,
P3-D0F98,COMMINUCATION LOG- 9 INCIDENTALLY DATA15,,
P3-D0FBA,COMMINUCATION LOG- 10 INCIDENTALLY DATA17,,
P3-D0500,CYCLE TIME INPUT WINDOW,,
P3-D0555,FREQUENCY OF ALARM 54,,
P3-D065E,EX PIF CUTOFF STATE,,
P3-D06B0,CYCLE TIME (HOME POSITION) R/B-49,,
P3-D0786,NOT USED,,
P3-D0EB2,COMMINUCATION LOG- 2 INCIDENTALLY DATA9,,
P3-D0EDE,COMMINUCATION LOG- 3 INCIDENTALLY DATA21,,
P3-D041D,P2-L6:N14 SLAVE STATE,,
P3-D0457,P2-L8:S8 SLAVE STATE,,
P3-D07BA,FREQUENCY OF ALARM 51 (WORK AREA),,
P3-D0E02,ANDON SETTING ROBOT No. DISPLAY 3,,
P3-D0F56,COMMINUCATION LOG- 7 INCIDENTALLY DATA13,,
P3-D0337,CYCLE TIME PROCESS COMPLETION RB-24,,
P3-D03C6,L5:N13 NOED STATE,,
P3-D0535,FREQUENCY OF ALARM 22,,
P3-D053F,FREQUENCY OF ALARM 32,,
P3-D0A07,READOUT DATA5 SEQUENCE NO.,,
P3-D0A18,READOUT DATA22 INCIDENTALLY DATA15,,
P3-D0D26,LIFTER ROBOT ABNORMAL,,
P3-D0ED6,COMMINUCATION LOG- 3 INCIDENTALLY DATA13,,
P3-D0F13,COMMINUCATION LOG- 5 INCIDENTALLY DATA10,,
P3-D03E9,L7:S10 NODE STATE,,
P3-D0437,COMMUNICATION ALARM CODE (P2-L8),,
P3-D04B5,OPERATION CYCLE TIMER 22,,
P3-D05E7,TRANSMIT OFFSET MEMORY ADDRESS FOR EXPLANATORY NOTES ,,
P3-D0E1F,ANDON SETTING ROBOT No. DISPLAY 32,,
P3-D0E37,ANDON SETTING ROBOT No. DISPLAY 56,,
P3-D0FAD,COMMINUCATION LOG- 10 INCIDENTALLY DATA4,,
P3-D0FB4,COMMINUCATION LOG- 10 INCIDENTALLY DATA11,,
P3-D0328,CYCLE TIME PROCESS COMPLETION RB-9,,
P3-D06A3,CYCLE TIME (HOME POSITION) R/B-36,,
P3-D07C4,FREQUENCY OF ALARM 61 (WORK AREA),,
P3-D0B90,TIME -1 ROBOT SELECTION(TIP FORMING OFF),,
P3-D0F04,COMMINUCATION LOG- 5 NORMAL/FAILURE ,,
P3-D0F49,COMMINUCATION LOG- 7 BODY NO.(UPPER),,
P3-D03B9,L4:S10 SLAVE STATE,,
P3-D0924,OFFSET STRAGE DATA,,
P3-D0419,P2-L6:N10 SLAVE STATE,,
P3-D0D80,INPUT INDIRECT ADDRESS,,
P3-D0FA7,COMMINUCATION LOG- 10 SEQUENCE NO.,,
P3-D07A6,FREQUENCY OF ALARM 31 (WORK AREA),,
P3-D0B9E,TIME -8 ROBOT SELECTION(TIP FORMING OFF),,
P3-D0393,L3:N4 NODE STATE,,
P3-D0470,P2-L5:S1 SLAVE STATE,,
P3-D0A8F,SET TIME 4-2 END TIME,,
P3-D0B6C,ROBOT SELECTION STATE (STORAGE)(MANU.-7)(TIP FORMING ON),,
P3-D0C72,TIME2-1 SET DAY OF THE WEEK,,
P3-D0F8A,COMMINUCATION LOG- 9 INCIDENTALLY DATA1,,
P3-D0240,CAR MODEL CONVERSION TABLE #2,,
P3-D02E0,L2:N100 NORMAL DISPLAY,,
P3-D0383,L2:N3 NODE STATE,,
P3-D0A53,ID2 CONNECTION STATUS(to P3),,
P3-D0C40,SETTING AT TIME OF 2 SHIFT / 1st,,
P3-D0D72,L LOCATING ROBOT ABNORMAL(33-48),,
P1-D0B64,MANUAL2/3 SELECT C5 SETTING VALUE,,
P1-D0C40,PIF1 PROGRESS0 COMBI No.,,
P1-D0B5B,MANUAL2/3 SELECT B4 SETTING VALUE,,
P1-D0B72,MANUAL3/3 SELECT A3 SETTING VALUE,,
P1-D0B80,MANUAL3/3 SELECT C1 SETTING VALUE,,
P1-D0B37,MANUAL1/3 SELECT A8 SETTING VALUE,,
P1-D0B55,MANUAL2/3 SELECT A6 SETTING VALUE,,
P3-D02E1,L3:N100 NORMAL DISPLAY,,
P3-D0351,CYCLE TIME HOME POSITION R/B-18,,
P3-D0373,L1:S24 SLAVE STATE,,
P3-D0571,No.2 RANK COUNT ALARM COMMENT DISPLAY,,
P3-D07A9,FREQUENCY OF ALARM 34 (WORK AREA),,
P3-D0C41,SETTING AT TIME OF 2 SHIFT / 1st,,
P3-D0D40,BIT SET COUNT,,
P3-D0D73,L LOCATING ROBOT ABNORMAL,,
P3-D0F9D,COMMINUCATION LOG- 9 INCIDENTALLY DATA20,,
P3-D0000,CAR TYPE CODE1(TRANSMIT),,
P3-D03D0,L6:S2 SLAVE STATE,,
P3-D05FA,SEARCH No.10,,
P3-D0ABB,COMMINUCATION LOG BUFFER INCIDENTALLY DATA18,,
P3-D0C7F,TIME8-2 SET DAY OF THE WEEK,,
P3-D0D3A,LOCATING ROBOT SETTING EXTRACTION,,
P3-D0D52,R PROCESS ROBOT FAILURE(1-16),,
P3-D0364,L1:S5 SLAVE STATE,,
P3-D0430,COMMUNICATION ALARM CODE (P2-L1),,
P3-D0B22,AM1-32 DIRECTION FOR THE TIP EXCHANGE(TIP FORMING ON),,
P3-D0E8F,COMMINUCATION LOG- 1 INCIDENTALLY DATA6,,
P3-D02B1,CAR TYPE CODE2(PRESERVATION),,
P3-D033C,CYCLE TIME PROCESS COMPLETION RB-29,,
P3-D0343,CYCLE TIME HOME POSITION R/B-4,,
P3-D04F3,OPERATION CYCLE TIMER 68,,
P3-D053A,FREQUENCY OF ALARM 27,,
P3-D05D0,SET 80 WORD,,
P3-D0A35,WRITE DATA19 INCIDENTALLY DATA12,,
P3-D0D32,ROBOT SET INDIRECT ADDRESS,,
P3-D0F85,COMMINUCATION LOG- 9 CAR MODE,,
P3-D0454,P2-L8:S5 SLAVE STATE,,
P3-D0465,L7:S46 NODE STATE,,
P3-D046F,L7:S56 NODE STATE,,
P3-D04E3,OPERATION CYCLE TIMER 52,,
P3-D0542,FREQUENCY OF ALARM 35,,
P3-D05EC,TRANSMIT WORD SIZE (SEARCH 0Å`10) ,,
P3-D067E,P3 DATA AFTER CONVERSION,,
P3-D0C34,SETTING AT TIME OF 1 SHIFT / 3rd,,
P3-D0F5D,COMMINUCATION LOG- 7 INCIDENTALLY DATA20,,
P3-D034F,CYCLE TIME HOME POSITION R/B-16,,
P3-D03DE,L6:S15 SLAVE STATE,,
P3-D04D3,OPERATION CYCLE TIMER 44,,
P3-D0554,FREQUENCY OF ALARM 53,,
P3-D0653,CUT OFF STATE (STORAGE),,
P3-D0A0E,READOUT DATA12 INCIDENTALLY DATA5,,
P3-D0E99,COMMINUCATION LOG- 1 INCIDENTALLY DATA16,,
P3-D0104,MODEL CODE (EX THIRD VEHICLE),,
P3-D03BD,L4:S14 SLAVE STATE,,
P3-D0489,CALCULATE INDIRECT ADDRESS,,
P3-D04C3,OPERATION CYCLE TIMER 28,,
P3-D054E,FREQUENCY OF ALARM 47,,
P3-D0B15,AM-6 COUNTER SET VALUE,,
P3-D0E3E,ANDON SETTING ROBOT No. DISPLAY 63,,
P3-D0EC3,COMMINUCATION LOG- 3 PALLET No.,,
P3-D0F33,COMMINUCATION LOG- 6 INCIDENTALLY DATA10,,
P3-D0F99,COMMINUCATION LOG- 9 INCIDENTALLY DATA16,,
P3-D0336,CYCLE TIME PROCESS COMPLETION RB-23,,
P3-D03C5,L5:N12 NODE STATE,,
P3-D0534,FREQUENCY OF ALARM 21,,
P3-D0787,NOT USED,,
P3-D0D25,LIFTER ROBOT ABNORMAL,,
P3-D0EB3,COMMINUCATION LOG- 2 INCIDENTALLY DATA10,,
P3-D0EDF,COMMINUCATION LOG- 3 INCIDENTALLY DATA22,,
P3-D0F23,COMMINUCATION LOG- 6 PALLET No.,,
P3-D03E8,L7:S9 NODE STATE,,
P3-D041E,P2-L6:N15 SLAVE STATE,,
P3-D04B4,OPERATION CYCLE TIMER 21,,
P3-D05E6,EXAMPLE DISPLAY LINE,,
P3-D0689,CYCLE TIME (END OF PROCESS) R/B-42,,
P3-D07BB,FREQUENCY OF ALARM 52 (WORK AREA),,
P3-D0E03,ANDON SETTING ROBOT No. DISPLAY 4,,
P3-D0E1E,ANDON SETTING ROBOT No. DISPLAY 31,,
P3-D0E36,ANDON SETTING ROBOT No. DISPLAY 55,,
P3-D0F57,COMMINUCATION LOG- 7 INCIDENTALLY DATA14,,
P3-D06B3,CYCLE TIME (HOME POSITION) R/B-52,,
P3-D0BB8,ROBOT SELECTION(MANU.-5)(TIP FORMING OFF),,
P3-D0ED7,COMMINUCATION LOG- 3 INCIDENTALLY DATA14,,
P3-D0F03,COMMINUCATION LOG- 5 PALLET No.,,
P3-D0F2F,COMMINUCATION LOG- 6 INCIDENTALLY DATA6,,
P3-D0405,P2-L4:S6 SLAVE STATE,,
P3-D0F48,COMMINUCATION LOG- 7 BODY NO.(LOW),,
P3-D0FAE,COMMINUCATION LOG- 10 INCIDENTALLY DATA5,,
P3-D0329,CYCLE TIME PROCESS COMPLETION RB-10,,
P3-D06BF,CYCLE TIME (HOME POSITION) R/B-64,,
P3-D0B09,AM-26 COUNTER SET VALUE,,
P3-D0C19,PRESENT NUMBER,,
P3-D0902,EX CAR TYPE CODE TERMINAL1,,
P3-D0A93,SET TIME 5-2 END TIME,,
P3-D0FB7,COMMINUCATION LOG- 10 INCIDENTALLY DATA14,,
P3-D0380,L2:N100 NODE STATE,,
P3-D07AF,FREQUENCY OF ALARM 40 (WORK AREA),,
P3-D0925,OFFSET INPUT DATA,,
P3-D0392,L3:N3 NODE STATE,,
P3-D0C71,TIME1-2 SET DAY OF THE WEEK,,
P3-D0A52,ID2 FAULT CODE(to P3),,
P3-D0471,P2-L5:S2 SLAVE STATE,,
P3-D0610,SCREEN SWITCHING PAGE DIFFERENCE,,
P3-D0501,ANALYSIS GRAPH WINDOW,,
P1-D0C41,PIF1 PROGRESS1 CAR TYPE,,
P1-D0B5C,MANUAL2/3 SELECT B5 SETTING VALUE,,
P1-D0B52,MANUAL2/3 SELECT A3 SETTING VALUE,,
P1-D0B30,MANUAL1/3 SELECT A1 SETTING VALUE,,
P1-D0B73,MANUAL3/3 SELECT A4 SETTING VALUE,,
P1-D0B83,MANUAL3/3 SELECT C4 SETTING VALUE,,
P3-D0340,CYCLE TIME HOME POSITION R/B-1,,
P3-D0472,P2-L5:S3 SLAVE STATE,,
P3-D0A4D,INPUT FRAME,,
P3-D0C7E,TIME8-1 SET DAY OF THE WEEK,,
P3-D02E2,L4:N100 NORMAL DISPLAY,,
P3-D045B,P1-L7 CUT OFF CONDITION,,
P3-D04E0,OPERATION CYCLE TIMER 49,,
P3-D067B,P1 CONVERSION TABLE DATA,,
P3-D0D63,R LOCATING ROBOT ABNORMAL,,
P3-D0D74,L LOCATING ROBOT FAILURE(1-16),,
P3-D0F9E,COMMINUCATION LOG- 9 INCIDENTALLY DATA21,,
P3-D02B0,CAR TYPE CODE1(PRESERVATION),,
P3-D033B,CYCLE TIME PROCESS COMPLETION RB-28,,
P3-D03D1,L6:S2 SLAVE STATE,,
P3-D03DB,L6:S12 SLAVE STATE,,
P3-D0441,P2-L7:S2 SLAVE STATE,,
P3-D04F2,OPERATION CYCLE TIMER 67,,
P3-D0661,CYCLE TIME OVER BIT (MANUAL 1/3),,
P3-D0A34,WRITE DATA18 INCIDENTALLY DATA11,,
P3-D0ABC,COMMINUCATION LOG BUFFER INCIDENTALLY DATA19,,
P3-D0D3B,ROBOT R SETTING EXTRACTION,,
P3-D0D53,R PROCESS ROBOT FAILURE(17-32),,
P3-D0F84,COMMINUCATION LOG- 9 NORMAL/FAILURE ,,
P3-D0365,L1:S6 SLAVE STATE,,
P3-D0431,COMMUNICATION ALARM CODE (P2-L2),,
P3-D0464,L7:S45 NODE STATE,,
P3-D046E,L7:S55 NODE STATE,,
P3-D05EB,BASE ADDRESS OF STATE DISPLAY,,
P3-D0C33,SETTING AT TIME OF 1 SHIFT / 2nd,,
P3-D0D1A,MATERIAL HAND COMPLETED,,
P3-D0D43,ROBOT SETTING COMPARISON,,
P3-D0D98,PM1 INFORMATION,,
